1.000000000000000000e+01 3.003709230229568927e+00 9.000000000000000000e+00 2.703790826494930410e+00 1.004999999999999893e+00 3.018929370153825009e-01 3.019999999999999929e+01 9.071734562912332933e+00 1.789999999999999858e+01 5.377515356024253457e+00 5.979000000000000092e+00 1.795984525437908985e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.600000000000000000e+01 2.883706340361836951e+01 -1.499000000000000110e+00 -1.366025328636169434e+00
1.019999999999999929e+01 3.060000003420215720e+00 1.000000000000000000e+01 3.000000003447174102e+00 1.004999999999999893e+00 3.015000003573933274e-01 3.060000000000000142e+01 9.180000010670752886e+00 1.750000000000000000e+01 5.250000006744645731e+00 5.626999999999999780e+00 1.688100002089555352e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.520000000000000284e+01 2.856000003376165708e+01 -1.304999999999999938e+00 -1.355255246162414551e+00
9.199999999999999289e+00 2.759999999999999787e+00 1.000000000000000000e+01 3.000000000000000000e+00 1.004999999999999893e+00 3.014999999999999347e-01 3.050000000000000000e+01 9.150000000000000355e+00 1.960000000000000142e+01 5.879999999999999893e+00 5.855999999999999872e+00 1.756799999999999917e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.420000000000000284e+01 2.826000000000000156e+01 -1.304999999999999938e+00 -1.304490327835083008e+00
1.030000000000000071e+01 3.090000000000000302e+00 1.000000000000000000e+01 3.000000000000000000e+00 1.004999999999999893e+00 3.014999999999999347e-01 3.010000000000000142e+01 9.029999999999999361e+00 1.969999999999999929e+01 5.909999999999999254e+00 5.979000000000000092e+00 1.793700000000000072e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.529999999999999716e+01 2.858999999999999986e+01 -1.445999999999999952e+00 -1.377750873565673828e+00
9.699999999999999289e+00 2.909999999999999698e+00 1.000000000000000000e+01 3.000000000000000000e+00 1.004999999999999893e+00 3.014999999999999347e-01 3.050000000000000000e+01 9.150000000000000355e+00 2.000000000000000000e+01 6.000000000000000000e+00 5.608999999999999986e+00 1.682699999999999863e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.470000000000000284e+01 2.841000000000000014e+01 -1.233999999999999986e+00 -1.277398586273193359e+00
9.800000000000000711e+00 2.939999999999999947e+00 1.000000000000000000e+01 3.000000000000000000e+00 1.004999999999999893e+00 3.014999999999999347e-01 3.019999999999999929e+01 9.059999999999998721e+00 2.000000000000000000e+01 6.000000000000000000e+00 5.503000000000000114e+00 1.650900000000000034e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.479999999999999716e+01 2.843999999999999773e+01 -1.199000000000000066e+00 -1.246633052825927734e+00
9.400000000000000355e+00 2.819999999999999840e+00 9.000000000000000000e+00 2.699999999999999734e+00 1.004999999999999893e+00 3.014999999999999347e-01 3.039999999999999858e+01 9.119999999999999218e+00 1.869999999999999929e+01 5.609999999999999432e+00 6.349999999999999645e+00 1.904999999999999805e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.540000000000000568e+01 2.862000000000000099e+01 -1.375000000000000000e+00 -1.410103440284729004e+00
8.599999999999999645e+00 2.579999999999999627e+00 1.000000000000000000e+01 3.000000000000000000e+00 1.004999999999999893e+00 3.014999999999999347e-01 3.189999999999999858e+01 9.569999999999998508e+00 1.969999999999999929e+01 5.909999999999999254e+00 5.556000000000000050e+00 1.666800000000000059e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.359999999999999432e+01 2.807999999999999829e+01 -1.304999999999999938e+00 -1.309625506401062012e+00
9.800000000000000711e+00 2.939999999999999947e+00 9.000000000000000000e+00 2.699999999999999734e+00 1.004999999999999893e+00 3.014999999999999347e-01 3.030000000000000071e+01 9.089999999999999858e+00 6.999999999999992895e-01 2.099999999999999645e-01 6.261999999999999567e+00 1.878599999999999826e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.579999999999999716e+01 2.873999999999999844e+01 -1.393000000000000016e+00 -1.391227722167968750e+00
9.699999999999999289e+00 2.910000000000053433e+00 9.000000000000000000e+00 2.700000000000054357e+00 1.004999999999999893e+00 3.015000000000055969e-01 2.989999999999999858e+01 8.970000000000167617e+00 1.839999999999999858e+01 5.520000000000105267e+00 5.855999999999999872e+00 1.756800000000033224e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.570000000000000284e+01 2.871000000000053376e+01 -1.233999999999999986e+00 -1.304347276687622070e+00
1.009999999999999964e+01 3.570610227111110646e+00 9.000000000000000000e+00 3.257264096666665942e+00 1.004999999999999893e+00 3.594362500499999058e-01 3.030000000000000071e+01 1.081431603244444339e+01 1.950000000000000000e+01 6.954279658222221272e+00 6.067999999999999616e+00 2.153925764522221620e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.600000000000000000e+01 3.425990708044444233e+01 -1.393000000000000016e+00 -1.394732356071472168e+00
9.599999999999999645e+00 2.880000009951324103e+00 9.000000000000000000e+00 2.700000010069059986e+00 1.004999999999999893e+00 3.015000010419631171e-01 2.980000000000000071e+01 8.940000031094593069e+00 2.100000000000000000e+01 6.300000019730437550e+00 5.538000000000000256e+00 1.661400006101411142e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.559999999999999432e+01 2.868000009839035158e+01 -1.270000000000000018e+00 -1.218462944030761719e+00
1.009999999999999964e+01 3.029999999999999805e+00 1.000000000000000000e+01 3.000000000000000000e+00 1.004999999999999893e+00 3.014999999999999347e-01 3.010000000000000142e+01 9.029999999999999361e+00 1.930000000000000071e+01 5.790000000000000036e+00 6.102999999999999758e+00 1.830899999999999750e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.509999999999999432e+01 2.852999999999999758e+01 -1.375000000000000000e+00 -1.396696448326110840e+00
9.400000000000000355e+00 2.819999999999999840e+00 1.000000000000000000e+01 3.000000000000000000e+00 1.004999999999999893e+00 3.014999999999999347e-01 3.019999999999999929e+01 9.059999999999998721e+00 1.830000000000000071e+01 5.490000000000000213e+00 6.261999999999999567e+00 1.878599999999999826e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.440000000000000568e+01 2.832000000000000028e+01 -1.463999999999999968e+00 -1.396474957466125488e+00
1.009999999999999964e+01 3.029999999999999805e+00 1.000000000000000000e+01 3.000000000000000000e+00 1.004999999999999893e+00 3.014999999999999347e-01 3.030000000000000071e+01 9.089999999999999858e+00 1.889999999999999858e+01 5.669999999999999041e+00 6.121000000000000441e+00 1.836300000000000043e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.509999999999999432e+01 2.852999999999999758e+01 -1.270000000000000018e+00 -1.420085072517395020e+00
1.000000000000000000e+01 3.000000000011398438e+00 1.000000000000000000e+01 3.000000000011530332e+00 1.004999999999999893e+00 3.015000000011876513e-01 3.000000000000000000e+01 9.000000000035493386e+00 1.710000000000000142e+01 5.130000000022440609e+00 6.402999999999999581e+00 1.920900000006968700e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.500000000000000000e+01 2.850000000011215562e+01 -1.393000000000000016e+00 -1.441324830055236816e+00
1.030000000000000071e+01 3.134627078193464644e+00 1.000000000000000000e+01 3.045992002127572817e+00 1.004999999999999893e+00 3.062712993174926401e-01 3.000000000000000000e+01 9.141981761406732687e+00 2.000000000000000000e+01 6.091776298439085302e+00 5.873999999999999666e+00 1.789567911769254893e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.529999999999999716e+01 2.903968309176991269e+01 -1.411000000000000032e+00 -1.343905210494995117e+00
1.009999999999999964e+01 3.045469929180149027e+00 1.000000000000000000e+01 3.015855606084917540e+00 1.004999999999999893e+00 3.031365556658999205e-01 3.019999999999999929e+01 9.108749560762706921e+00 1.760000000000000142e+01 5.311411241243904513e+00 6.368000000000000327e+00 1.919840942098832937e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.509999999999999432e+01 2.868432218549460444e+01 -1.375000000000000000e+00 -1.454739570617675781e+00
9.500000000000000000e+00 2.850000000000000089e+00 9.000000000000000000e+00 2.699999999999999734e+00 1.004999999999999893e+00 3.014999999999999347e-01 3.000000000000000000e+01 9.000000000000000000e+00 1.839999999999999858e+01 5.519999999999999574e+00 6.331999999999999851e+00 1.899599999999999955e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.550000000000000000e+01 2.864999999999999858e+01 -1.375000000000000000e+00 -1.387088298797607422e+00
1.000000000000000000e+01 3.000000004881174132e+00 9.000000000000000000e+00 2.700000004921982111e+00 1.004999999999999893e+00 3.015000005105619163e-01 3.019999999999999929e+01 9.060000015238989235e+00 1.969999999999999929e+01 5.910000009647417230e+00 5.397000000000000242e+00 1.619100002987151843e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.600000000000000000e+01 2.880000004822876036e+01 -1.145999999999999908e+00 -1.242179632186889648e+00
9.199999999999999289e+00 2.759999999999999787e+00 1.000000000000000000e+01 3.000000000000000000e+00 1.004999999999999893e+00 3.014999999999999347e-01 3.000000000000000000e+01 9.000000000000000000e+00 1.719999999999999929e+01 5.159999999999999254e+00 5.926999999999999602e+00 1.778099999999999792e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.420000000000000284e+01 2.826000000000000156e+01 -1.358000000000000096e+00 -1.327262639999389648e+00
8.800000000000000711e+00 7.393000000000000682e+00 1.000000000000000000e+01 7.899999999999999467e+00 1.004999999999999893e+00 7.939499999999998225e-01 2.980000000000000071e+01 2.341133333333333155e+01 1.819999999999999929e+01 1.441066666666666407e+01 5.820999999999999730e+00 4.610023333333333362e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.379999999999999716e+01 7.454299999999999216e+01 -1.304999999999999938e+00 -1.313554883003234863e+00
9.000000000000000000e+00 4.952137999999999707e+00 1.000000000000000000e+01 5.400999999999999801e+00 1.004999999999999893e+00 5.428004999999997970e-01 3.060000000000000142e+01 1.634458399999999756e+01 2.019999999999999929e+01 1.058348399999999856e+01 5.961999999999999744e+00 3.188719139999999896e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.400000000000000000e+01 5.086063799999999446e+01 -1.481000000000000094e+00 -1.355458736419677734e+00
1.000000000000000000e+01 3.000000000000000000e+00 1.000000000000000000e+01 3.000000000000000000e+00 1.004999999999999893e+00 3.014999999999999347e-01 3.030000000000000071e+01 9.089999999999999858e+00 1.800000000000000000e+01 5.399999999999999467e+00 6.472999999999999865e+00 1.941899999999999959e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.509999999999999432e+01 2.852999999999999758e+01 -1.445999999999999952e+00 -1.473506093025207520e+00
9.099999999999999645e+00 2.729999999999999982e+00 1.000000000000000000e+01 3.000000000000000000e+00 1.004999999999999893e+00 3.014999999999999347e-01 3.010000000000000142e+01 9.029999999999999361e+00 1.930000000000000071e+01 5.790000000000000036e+00 5.908999999999999808e+00 1.772699999999999942e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.409999999999999432e+01 2.822999999999999687e+01 -1.252000000000000002e+00 -1.292133450508117676e+00
1.000000000000000000e+01 3.000000000016275870e+00 1.000000000000000000e+01 3.000000000016466384e+00 1.004999999999999893e+00 3.015000000016966886e-01 3.010000000000000142e+01 9.030000000050705466e+00 1.950000000000000000e+01 5.850000000032099301e+00 6.067999999999999616e+00 1.820400000009944064e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.500000000000000000e+01 2.850000000016022383e+01 -1.340000000000000080e+00 -1.379176259040832520e+00
